line_item_narative,Line_item_target,aug_flag
"How long before you get reply, just defer admission til next semester",ham,default
"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",ham,default
Po de :-):):-):-):-). No need job aha.,ham,default
Rats. Hey did u ever vote for the next themes?,ham,default
I hope your pee burns tonite.,ham,default
Yay can't wait to party together!,ham,default
....photoshop makes my computer shut down.,ham,default
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam,default
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",ham,default
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,spam,default
Pls help me tell Ashley that i cant find her number oh,ham,default
S.this will increase the chance of winning.,ham,default
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham,default
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham,default
I'm fine. Hope you are also,ham,default
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham,default
Thanks  and ! Or bomb and date as my phone wanted to say! ,ham,default
"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",ham,default
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,default
Sorry da..today i wont come to play..i have driving clas..,ham,default
I'm really sorry I lit your hair on fire,ham,default
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",ham,default
Okey dokey swashbuckling stuff what oh.,ham,default
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham,default
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,ham,default
Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,ham,default
Lol! Oops sorry! Have fun. ,ham,default
Wat happened to the cruise thing,ham,default
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham,default
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,ham,default
Yeah just open chat and click friend lists. Then make the list. Easy as pie,ham,default
When/where do I pick you up,ham,default
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,ham,default
Poor girl can't go one day lmao,ham,default
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,ham,default
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,ham,default
Its worse if if uses half way then stops. Its better for him to complete it.,ham,default
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham,default
2 and half years i missed your friendship:-),ham,default
Oh for fuck's sake she's in like tallahassee,ham,default
"\I;m reaching in another 2 stops.\""""",ham,default
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham,default
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam,default
Will you come online today night,ham,default
"I'm in solihull, | do you want anything?",ham,default
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham,default
I am on the way to tirupur.,ham,default
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam,default
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham,default
"Just dropped em off, omw back now",ham,default
Re your call; You didn't see my facebook huh?,ham,default
"G says you never answer your texts, confirm/deny",ham,default
"Oh yes, why is it like torture watching england?",ham,default
Wanna do some art?! :D,ham,default
Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!,ham,default
Hey do you want anything to buy:),ham,default
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",ham,default
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham,default
ÌÏ go home liao? Ask dad to pick me up at 6...,ham,default
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",ham,default
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham,default
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham,default
I'm already back home so no probably not,ham,default
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam,default
I am in bus on the way to calicut,ham,default
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,ham,default
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham,default
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,default
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",ham,default
Why didn't u call on your lunch?,ham,default
I want  &lt;#&gt;  rs da:)do you have it?,ham,default
I want to see your pretty pussy...,ham,default
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,default
"A few people are at the game, I'm at the mall with iouri and kaila",ham,default
URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam,default
You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,spam,default
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham,default
Hey come online! Use msn... We are all there,ham,default
I'm fine. Hope you are good. Do take care.,ham,default
Yar... I tot u knew dis would happen long ago already.,ham,default
You are gorgeous! keep those pix cumming :) thank you!,ham,default
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham,default
So what u doing today?,ham,default
I said its okay. Sorry,ham,default
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham,default
Networking job is there.,ham,default
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam,default
Dont let studying stress you out. L8r.,ham,default
That's y u haf 2 keep me busy...,ham,default
No rushing. I'm not working. I'm in school so if we rush we go hungry.,ham,default
Which channel:-):-):):-).,ham,default
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham,default
Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,default
"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",ham,default
I'm hungry buy smth home...,ham,default
\HEY KATE,ham,default
My drive can only be read. I need to write,ham,default
Happy new year. Hope you are having a good semester,ham,default
Can you talk with me..,ham,default
"Hmph. Go head, big baller.",ham,default
CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam,default
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham,default
Go fool dont cheat others ok,ham,default
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",ham,default
"By the way, 'rencontre' is to meet again. Mountains dont....",ham,default
