Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,0,train,usually body takes care buy making sure doesnt progress. pls continue talk saturday.,13,"[('care buy making', 0.06672462416318604), ('doesnt progress', 0.07796891081290885), ('body takes care', 0.1495930091794576), ('care buy', 0.1495930091794576), ('buy making', 0.1495930091794576), ('making sure doesnt', 0.1495930091794576), ('progress', 0.2005079697193566), ('body', 0.36073110501666333), ('care', 0.36073110501666333), ('buy', 0.36073110501666333), ('making', 0.36073110501666333), ('doesnt', 0.36073110501666333), ('pls continue', 0.4456055016437946), ('talk saturday', 0.4456055016437946), ('pls', 0.46553351027698087), ('saturday', 0.46553351027698087), ('pls continue talk', 0.5777370055722434), ('continue talk saturday', 0.5777370055722434), ('continue', 0.6621399683957523), ('talk', 0.6621399683957523)]","['progress', 'body', 'care', 'buy', 'making', 'doesnt', 'pls continue', 'talk saturday', 'pls', 'saturday', 'pls continue talk', 'continue talk saturday', 'continue', 'talk']","progress,body,care,buy,making,doesnt,pls continue,talk saturday,pls,saturday,pls continue talk,continue talk saturday,continue,talk"
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,train,"urgent!! 4* costa del sol holiday å£5000 await collection. call 09050090044 toclaim. sae, tc s, pobox334, stockport, sk38xh, costå£1.50/pm, max10mins",20,"[('urgent', 0.06997357213356549), ('await collection', 0.1588666998905099), ('costa del sol', 0.1746218571982045), ('costa del', 0.23338172234549467), ('call', 0.27573389687933125), ('toclaim', 0.27573389687933125), ('del sol holiday', 0.2761132692819263), ('sae', 0.31813151393529204), ('stockport', 0.31813151393529204), ('costå', 0.31813151393529204), ('del sol', 0.35350894161299157), ('sol holiday', 0.35350894161299157), ('costa', 0.3702539456099092), ('await', 0.3702539456099092), ('collection', 0.3702539456099092), ('del', 0.5110573480904945), ('sol', 0.5110573480904945), ('holiday', 0.5110573480904945)]","['costa del', 'call', 'toclaim', 'del sol holiday', 'sae', 'stockport', 'costå', 'del sol', 'sol holiday', 'costa', 'await', 'collection', 'del', 'sol', 'holiday']","costa del,call,toclaim,del sol holiday,sae,stockport,costå,del sol,sol holiday,costa,await,collection,del,sol,holiday"
ham,"Hmm well, night night ",0,test,"hmm well, night night",4,"[('night night', 0.09700399286574239), ('hmm', 0.12363091320521931), ('night', 0.14868279128010753)]",[],
ham,Just wanted to say holy shit you guys weren't kidding about this bud,0,train,wanted say holy shit guys kidding bud,7,"[('guys kidding bud', 0.016559150827736194), ('holy shit guys', 0.03339840940482845), ('shit guys kidding', 0.03339840940482845), ('wanted say holy', 0.04940384002065631), ('kidding bud', 0.04940384002065631), ('holy shit', 0.09700399286574239), ('shit guys', 0.09700399286574239), ('guys kidding', 0.09700399286574239), ('wanted', 0.15831692877998726), ('bud', 0.15831692877998726), ('holy', 0.29736558256021506), ('shit', 0.29736558256021506), ('guys', 0.29736558256021506), ('kidding', 0.29736558256021506)]","['holy', 'shit', 'guys', 'kidding']","holy,shit,guys,kidding"
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",0,train,"gettin bit arty collages mo, well tryin 2 ne way! got roast min lovely shall enjoy that!",17,"[('gettin bit arty', 0.03356262313410168), ('bit arty collages', 0.06672462416318604), ('gettin bit', 0.07796891081290885), ('bit arty', 0.1495930091794576), ('arty collages', 0.1495930091794576), ('gettin', 0.2005079697193566), ('tryin', 0.2005079697193566), ('bit', 0.36073110501666333), ('arty', 0.36073110501666333), ('collages', 0.36073110501666333), ('roast', 0.6621399683957523), ('min', 0.6621399683957523), ('lovely', 0.6621399683957523), ('enjoy', 0.6621399683957523), ('roast min', 0.7807198046783035), ('min lovely', 0.7807198046783035), ('lovely shall enjoy', 0.7807198046783035), ('roast min lovely', 1.0941763944892364)]","['gettin', 'tryin', 'bit', 'arty', 'collages', 'roast', 'min', 'lovely', 'enjoy', 'roast min', 'min lovely', 'lovely shall enjoy', 'roast min lovely']","gettin,tryin,bit,arty,collages,roast,min,lovely,enjoy,roast min,min lovely,lovely shall enjoy,roast min lovely"
ham,"This is one of the days you have a billion classes, right?",0,test,"one days billion classes, right?",5,"[('days billion classes', 0.016559150827736194), ('billion classes', 0.04940384002065631), ('days billion', 0.09700399286574239), ('classes', 0.15831692877998726), ('days', 0.29736558256021506), ('billion', 0.29736558256021506)]","['days', 'billion']","days,billion"
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",0,train,"goodmorning, today late 2hrs. back pain.",6,"[('today late', 0.04188746641162499), ('goodmorning', 0.05899937629682816), ('today', 0.2005079697193566), ('late', 0.2005079697193566), ('back pain', 0.2766850298235749), ('back', 0.46553351027698087), ('pain', 0.46553351027698087)]","['today', 'late', 'back pain', 'back', 'pain']","today,late,back pain,back,pain"
ham,Ok then i'll let him noe later n ask him call u tmr...,0,train,ok i'll let noe later n ask call u tmr...,10,"[('call u tmr', 0.04940384002065631), ('tmr', 0.15831692877998726), ('noe', 0.29736558256021506), ('call', 0.29736558256021506)]","['noe', 'call']","noe,call"
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0,train,ok i'm waliking ard now... u wan 2 buy anything go ur house?,13,"[('waliking ard', 0.1495930091794576), ('waliking', 0.36073110501666333), ('ard', 0.36073110501666333), ('wan', 0.46553351027698087), ('buy', 0.46553351027698087), ('house', 0.46553351027698087)]","['waliking', 'ard', 'wan', 'buy', 'house']","waliking,ard,wan,buy,house"
ham,* Will have two more cartons off u and is very pleased with shelves,0,test,* two cartons u pleased shelves,6,"[('pleased shelves', 0.04940384002065631), ('cartons u pleased', 0.09700399286574239), ('shelves', 0.15831692877998726), ('cartons', 0.29736558256021506), ('pleased', 0.29736558256021506)]","['cartons', 'pleased']","cartons,pleased"
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,0,train,nice talking you! please dont forget pix :) want see you...,11,"[('nice talking', 0.02541909697430123), ('dont forget pix', 0.11501181900411048), ('nice', 0.12363091320521931), ('forget pix', 0.18075564686791562), ('talking', 0.2005079697193566), ('dont forget', 0.2766850298235749), ('pix', 0.32883716426354986), ('dont', 0.46553351027698087), ('forget', 0.46553351027698087)]","['talking', 'dont forget', 'pix', 'dont', 'forget']","talking,dont forget,pix,dont,forget"
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,1,test,guaranteed å£1000 cash å£2000 prize. claim yr prize call customer service representative 08714712379 10am-7pm cost 10p,16,"[('guaranteed', 0.14453368873287326), ('cash', 0.14453368873287326), ('customer service representative', 0.17384242644048142), ('cost', 0.20684865028795477), ('prize', 0.22370647017289), ('prize call customer', 0.22615189211190476), ('service representative', 0.2327484531021368), ('call customer service', 0.27489710526151373), ('prize call', 0.29606463509384623), ('call customer', 0.3525887336522249), ('customer service', 0.3525887336522249), ('claim', 0.36979497406271966), ('representative', 0.36979497406271966), ('claim yr prize', 0.37578179744364476), ('call', 0.5105653441735236), ('customer', 0.5105653441735236), ('service', 0.5105653441735236)]","['cost', 'prize', 'prize call customer', 'service representative', 'call customer service', 'prize call', 'call customer', 'customer service', 'claim', 'representative', 'claim yr prize', 'call', 'customer', 'service']","cost,prize,prize call customer,service representative,call customer service,prize call,call customer,customer service,claim,representative,claim yr prize,call,customer,service"
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,0,train,really quite funny lor wat... u shd haf run shorter distance wat...,12,"[('funny lor wat', 0.018942729481485003), ('funny lor', 0.06148019930999511), ('lor wat', 0.07093218069466613), ('shorter distance wat', 0.12847224302583884), ('wat', 0.13760672610172298), ('distance wat', 0.16850626168992064), ('funny', 0.24066430701107397), ('lor', 0.24066430701107397), ('shd haf run', 0.31000965688996457), ('haf run shorter', 0.31000965688996457), ('run shorter distance', 0.31000965688996457), ('shd haf', 0.3784658464863935), ('haf run', 0.3784658464863935), ('run shorter', 0.3784658464863935), ('shorter distance', 0.3784658464863935), ('shd', 0.5239807616855658), ('haf', 0.5239807616855658), ('run', 0.5239807616855658), ('shorter', 0.5239807616855658), ('distance', 0.5239807616855658)]","['funny', 'lor', 'shd haf run', 'haf run shorter', 'run shorter distance', 'shd haf', 'haf run', 'run shorter', 'shorter distance', 'shd', 'haf', 'run', 'shorter', 'distance']","funny,lor,shd haf run,haf run shorter,run shorter distance,shd haf,haf run,run shorter,shorter distance,shd,haf,run,shorter,distance"
ham,I notice you like looking in the shit mirror youre turning into a right freak,0,train,notice like looking shit mirror youre turning right freak,9,"[('shit mirror youre', 0.03339840940482845), ('mirror youre turning', 0.03339840940482845), ('turning right freak', 0.04940384002065631), ('shit mirror', 0.09700399286574239), ('mirror youre', 0.09700399286574239), ('youre turning', 0.09700399286574239), ('notice', 0.15831692877998726), ('freak', 0.15831692877998726), ('shit', 0.29736558256021506), ('mirror', 0.29736558256021506), ('youre', 0.29736558256021506), ('turning', 0.29736558256021506)]","['shit', 'mirror', 'youre', 'turning']","shit,mirror,youre,turning"
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,0,train,great. getting worried you. know wonderful caring person like best life. know u r wonderful god's love yours.,18,"[('great', 0.09122057082945945), ('wonderful', 0.35962618045008266), ('life', 0.5333207896362446), ('worried', 0.582369971464719), ('caring', 0.6701459275077921), ('person', 0.6701459275077921), ('god', 0.7134492831780704), ('love', 0.7134492831780704), ('caring person', 0.8151968561782682), ('wonderful caring', 0.9305169889354942), ('god love', 1.0367008593215576), ('wonderful god', 1.0540210886496486), ('wonderful caring person', 1.3867836807723644), ('wonderful god love', 1.8593237372170712)]","['wonderful', 'life', 'worried', 'caring', 'person', 'god', 'love', 'caring person', 'wonderful caring', 'god love', 'wonderful god', 'wonderful caring person', 'wonderful god love']","wonderful,life,worried,caring,person,god,love,caring person,wonderful caring,god love,wonderful god,wonderful caring person,wonderful god love"
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",1,train,"thanks ringtone order, ref number k718. mobile charged å£4.50. tone arrive please call customer services 09065069120",16,"[('ref number', 0.050888965170882816), ('ringtone order', 0.0934346755383478), ('order', 0.2200560909321288), ('ref', 0.2200560909321288), ('number', 0.2200560909321288), ('ringtone', 0.38831292435681075), ('mobile', 0.4949246952252326), ('mobile charged', 0.5162806230574593), ('tone', 0.5880798524606783), ('services', 0.5880798524606783), ('charged', 0.68796622281612), ('arrive', 0.7625957055371981), ('call', 0.7625957055371981), ('customer', 0.7625957055371981), ('tone arrive', 0.8131286944405928), ('customer services', 0.8131286944405928), ('arrive please call', 1.3897843987848642), ('call customer', 1.3897843987848642), ('call customer services', 1.6641344268913383)]","['order', 'ref', 'number', 'ringtone', 'mobile', 'mobile charged', 'tone', 'services', 'charged', 'arrive', 'call', 'customer', 'tone arrive', 'customer services', 'arrive please call', 'call customer', 'call customer services']","order,ref,number,ringtone,mobile,mobile charged,tone,services,charged,arrive,call,customer,tone arrive,customer services,arrive please call,call customer,call customer services"
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",0,train,"prefer free days... tues, wed, fri oso can... ìï ask workin lor...",12,"[('prefer free days', 0.02297976975716566), ('prefer free', 0.0934346755383478), ('free days', 0.0934346755383478), ('tues', 0.19677146788549632), ('wed', 0.19677146788549632), ('prefer', 0.2200560909321288), ('days', 0.2200560909321288), ('free', 0.38831292435681075), ('fri', 0.4949246952252326), ('fri oso', 0.5162806230574593), ('lor', 0.5880798524606783), ('oso', 0.68796622281612), ('workin', 0.7625957055371981), ('workin lor', 0.8131286944405928)]","['prefer', 'days', 'free', 'fri', 'fri oso', 'lor', 'oso', 'workin', 'workin lor']","prefer,days,free,fri,fri oso,lor,oso,workin,workin lor"
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,train,alrite jod hows revision goin? keris bin doin smidgin. n e way u wanna cum college?xx,16,"[('alrite jod', 0.0934346755383478), ('revision goin', 0.0934346755383478), ('jod hows revision', 0.17756077014849755), ('alrite', 0.2200560909321288), ('goin', 0.2200560909321288), ('jod', 0.38831292435681075), ('revision', 0.38831292435681075), ('keris', 0.4949246952252326), ('smidgin', 0.4949246952252326), ('keris bin', 0.5162806230574593), ('doin smidgin', 0.5162806230574593), ('college', 0.5880798524606783), ('bin', 0.68796622281612), ('doin', 0.68796622281612), ('bin doin smidgin', 0.7455031627189532), ('keris bin doin', 0.7455031627189533), ('wanna', 0.7625957055371981), ('cum', 0.7625957055371981), ('cum college', 0.8131286944405928), ('bin doin', 0.8986050855370177)]","['alrite', 'goin', 'jod', 'revision', 'keris', 'smidgin', 'keris bin', 'doin smidgin', 'college', 'bin', 'doin', 'bin doin smidgin', 'keris bin doin', 'wanna', 'cum', 'cum college', 'bin doin']","alrite,goin,jod,revision,keris,smidgin,keris bin,doin smidgin,college,bin,doin,bin doin smidgin,keris bin doin,wanna,cum,cum college,bin doin"
ham,If you have belive me. Come to my home.,0,train,belive me. come home.,4,"[('belive', 0.15831692877998726), ('home', 0.15831692877998726)]",[],
ham,Oh k.k..where did you take test?,0,train,oh k.k..where take test?,4,"[('test', 0.15831692877998726)]",[],
ham,Those were my exact intentions,0,test,exact intentions,2,"[('exact intentions', 0.02570861714399338), ('exact', 0.15831692877998726), ('intentions', 0.15831692877998726)]",[],
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,0,train,haha money leh... later got go tuition... haha looking empty slots driving lessons,13,"[('haha money leh', 0.0220915727548431), ('money leh', 0.048519231465280525), ('haha money', 0.11751219171442331), ('leh', 0.17177521569455717), ('haha', 0.19517475855237243), ('money', 0.26938723336612563), ('tuition', 0.4187126706439023), ('driving lessons', 0.5001019392897985), ('lessons', 0.5120663821591114), ('haha looking empty', 0.5961006067298499), ('slots driving lessons', 0.631914566411682), ('empty', 0.6510457398118691), ('slots', 0.6510457398118691), ('driving', 0.6510457398118691), ('empty slots', 0.7356909151878849), ('slots driving', 0.7356909151878849), ('empty slots driving', 0.9844075076366459)]","['money', 'tuition', 'driving lessons', 'lessons', 'haha looking empty', 'slots driving lessons', 'empty', 'slots', 'driving', 'empty slots', 'slots driving', 'empty slots driving']","money,tuition,driving lessons,lessons,haha looking empty,slots driving lessons,empty,slots,driving,empty slots,slots driving,empty slots driving"
